timestamp_iso,millis,rssi
2026-04-09T23:38:56.673353,3936010,-55
2026-04-09T23:38:56.673443,3936010,-55
2026-04-09T23:38:56.673533,3936010,-55
2026-04-09T23:38:56.673632,3936010,-55
2026-04-09T23:38:56.673723,3936010,-55
2026-04-09T23:38:56.673815,3936010,-55
2026-04-09T23:38:56.673905,3936010,-55
2026-04-09T23:38:56.674067,3936010,-55
2026-04-09T23:38:56.674176,3936010,-55
2026-04-09T23:38:56.674272,3936010,-55
2026-04-09T23:38:56.674362,3936010,-55
2026-04-09T23:38:56.674455,3936010,-55
2026-04-09T23:38:56.674559,3936010,-55
2026-04-09T23:38:56.674648,3936010,-55
2026-04-09T23:38:56.674741,3936010,-55
2026-04-09T23:38:56.674836,3936010,-55
2026-04-09T23:38:56.674927,3936010,-55
2026-04-09T23:38:56.675061,3936010,-55
2026-04-09T23:38:56.675155,3936010,-55
2026-04-09T23:38:56.675268,3936010,-55
2026-04-09T23:38:56.675358,3936010,-55
2026-04-09T23:38:56.675467,3936010,-55
2026-04-09T23:38:56.675561,3936010,-55
2026-04-09T23:38:56.675657,3936010,-55
2026-04-09T23:38:56.675769,3936010,-55
2026-04-09T23:38:56.675856,3936010,-55
2026-04-09T23:38:56.675948,3936010,-55
2026-04-09T23:38:56.676072,3936010,-55
2026-04-09T23:38:56.676178,3936010,-55
2026-04-09T23:38:56.676269,3936010,-55
2026-04-09T23:38:56.676364,3936010,-55
2026-04-09T23:38:56.676457,3936010,-55
2026-04-09T23:38:56.676568,3936010,-55
2026-04-09T23:38:56.676659,3936010,-55
2026-04-09T23:38:56.676750,3936010,-55
2026-04-09T23:38:56.676858,3936010,-55
2026-04-09T23:38:56.676959,3936010,-55
2026-04-09T23:38:56.677069,3936010,-55
2026-04-09T23:38:56.677161,3936010,-55
2026-04-09T23:38:56.677263,3936010,-55
2026-04-09T23:38:56.677353,3936010,-55
2026-04-09T23:38:56.677444,3936010,-55
2026-04-09T23:38:56.677551,3936010,-55
2026-04-09T23:38:56.677654,3936010,-55
2026-04-09T23:38:56.677745,3936010,-55
2026-04-09T23:38:56.677835,3936010,-55
2026-04-09T23:38:56.677929,3936010,-55
2026-04-09T23:38:56.678063,3936010,-55
2026-04-09T23:38:56.678175,3936010,-55
2026-04-09T23:38:56.678285,3936010,-55
2026-04-09T23:38:56.678359,3936010,-55
2026-04-09T23:38:56.678423,3936010,-55
2026-04-09T23:38:56.678512,3936010,-55
2026-04-09T23:38:56.678598,3936010,-55
2026-04-09T23:38:56.678690,3936010,-55
2026-04-09T23:38:56.678762,3936010,-55
2026-04-09T23:38:56.678850,3936010,-55
2026-04-09T23:38:56.678909,3936010,-55
2026-04-09T23:38:56.679047,3936010,-55
2026-04-09T23:38:56.679108,3936010,-55
2026-04-09T23:38:56.679229,3936010,-55
2026-04-09T23:38:56.679331,3936010,-55
2026-04-09T23:38:56.679421,3936010,-55
2026-04-09T23:38:56.679481,3936010,-55
2026-04-09T23:38:56.679565,3936010,-55
2026-04-09T23:38:56.679653,3936010,-55
2026-04-09T23:38:56.679733,3936010,-55
2026-04-09T23:38:56.679901,3936010,-55
2026-04-09T23:38:56.679990,3936010,-55
2026-04-09T23:38:56.680074,3936010,-55
2026-04-09T23:38:56.680161,3936010,-55
2026-04-09T23:38:56.680243,3936010,-55
2026-04-09T23:38:56.680351,3936010,-55
2026-04-09T23:38:56.680409,3936010,-55
2026-04-09T23:38:56.680491,3936010,-55
2026-04-09T23:38:56.680581,3936010,-55
2026-04-09T23:38:56.680685,3936010,-55
2026-04-09T23:38:56.680787,3936010,-55
2026-04-09T23:38:56.680847,3936010,-55
2026-04-09T23:38:56.680934,3936010,-55
2026-04-09T23:38:56.681040,3936010,-55
2026-04-09T23:38:56.681123,3936010,-55
2026-04-09T23:38:56.681207,3936010,-55
2026-04-09T23:38:56.681295,3936010,-55
2026-04-09T23:38:56.681359,3936010,-55
2026-04-09T23:38:56.681467,3936010,-55
2026-04-09T23:38:56.681559,3936010,-55
2026-04-09T23:38:56.681616,3936010,-55
2026-04-09T23:38:56.681747,3936010,-55
2026-04-09T23:38:56.681849,3936010,-55
2026-04-09T23:38:56.681941,3936010,-55
2026-04-09T23:38:56.682031,3936010,-55
2026-04-09T23:38:56.682122,3936010,-55
2026-04-09T23:38:56.682208,3936010,-55
2026-04-09T23:38:56.682316,3936010,-55
2026-04-09T23:38:56.682403,3936010,-55
2026-04-09T23:38:56.682508,3936010,-55
2026-04-09T23:38:56.682587,3936010,-55
2026-04-09T23:38:56.682668,3936010,-55
2026-04-09T23:38:56.682775,3936010,-55
2026-04-09T23:38:56.682877,3936010,-55
2026-04-09T23:38:56.682937,3936010,-55
2026-04-09T23:38:56.683074,3936010,-55
2026-04-09T23:38:56.683161,3936010,-55
2026-04-09T23:38:56.683245,3936010,-55
2026-04-09T23:38:56.683337,3936010,-55
2026-04-09T23:38:56.683427,3936010,-55
2026-04-09T23:38:56.683514,3936010,-55
2026-04-09T23:38:56.683571,3936010,-55
2026-04-09T23:38:56.683663,3936010,-55
2026-04-09T23:38:56.683720,3936010,-55
2026-04-09T23:38:56.683815,3936010,-55
2026-04-09T23:38:56.683879,3936010,-55
2026-04-09T23:38:56.684095,3936010,-55
2026-04-09T23:38:56.684151,3936010,-55
2026-04-09T23:38:56.684243,3936010,-55
2026-04-09T23:38:56.684327,3936010,-55
2026-04-09T23:38:56.684389,3936010,-55
2026-04-09T23:38:56.684478,3936010,-55
2026-04-09T23:38:56.684568,3936010,-55
2026-04-09T23:38:56.684644,3936010,-55
2026-04-09T23:38:56.684732,3936010,-55
2026-04-09T23:38:56.684819,3936010,-55
2026-04-09T23:38:56.684906,3936010,-55
2026-04-09T23:38:56.685038,3936010,-55
2026-04-09T23:38:56.685118,3936010,-55
2026-04-09T23:38:56.685208,3936010,-55
2026-04-09T23:38:56.685294,3936010,-55
2026-04-09T23:38:56.685381,3936010,-55
2026-04-09T23:38:56.685483,3936010,-55
2026-04-09T23:38:56.685540,3936010,-55
2026-04-09T23:38:56.685656,3936010,-55
2026-04-09T23:38:56.685720,3936010,-55
2026-04-09T23:38:56.685810,3936010,-55
2026-04-09T23:38:56.685898,3936010,-55
2026-04-09T23:38:56.686039,3936010,-55
2026-04-09T23:38:56.686121,3936010,-55
2026-04-09T23:38:56.686198,3936010,-55
2026-04-09T23:38:56.686254,3936010,-55
2026-04-09T23:38:56.686356,3936010,-55
2026-04-09T23:38:56.686440,3936010,-55
2026-04-09T23:38:56.686523,3936010,-55
2026-04-09T23:38:56.686604,3936010,-55
2026-04-09T23:38:56.686685,3936010,-55
2026-04-09T23:38:56.686775,3936010,-55
2026-04-09T23:38:56.686865,3936010,-55
2026-04-09T23:38:56.686951,3936010,-55
2026-04-09T23:38:56.687027,3936010,-55
2026-04-09T23:38:56.687113,3936010,-55
2026-04-09T23:38:56.687197,3936010,-55
2026-04-09T23:38:56.687259,3936010,-55
2026-04-09T23:38:56.687343,3936010,-55
2026-04-09T23:38:56.687423,3936010,-55
2026-04-09T23:38:56.687494,3936010,-55
2026-04-09T23:38:56.687554,3936010,-55
2026-04-09T23:38:56.687684,3936010,-55
2026-04-09T23:38:56.687756,3936010,-55
2026-04-09T23:38:56.687826,3936010,-55
2026-04-09T23:38:56.687924,3936010,-55
2026-04-09T23:38:56.688048,3936010,-55
2026-04-09T23:38:56.688208,3936010,-55
2026-04-09T23:38:56.688275,3936010,-55
2026-04-09T23:38:56.688387,3936010,-55
2026-04-09T23:38:56.688522,3936010,-55
2026-04-09T23:38:56.688630,3936010,-55
2026-04-09T23:38:56.688740,3936010,-55
2026-04-09T23:38:56.688853,3936010,-55
2026-04-09T23:38:56.688938,3936010,-55
2026-04-09T23:38:56.689049,3936010,-55
2026-04-09T23:38:56.689143,3936010,-55
2026-04-09T23:38:56.689212,3936010,-55
2026-04-09T23:38:56.689298,3936010,-55
2026-04-09T23:38:56.689419,3936010,-55
2026-04-09T23:38:56.689499,3936010,-55
2026-04-09T23:38:56.689557,3936010,-55
2026-04-09T23:38:56.689641,3936010,-55
2026-04-09T23:38:56.689743,3936010,-55
2026-04-09T23:38:56.689833,3936010,-55
2026-04-09T23:38:56.689918,3936010,-55
2026-04-09T23:38:56.690019,3936010,-55
2026-04-09T23:38:56.690093,3936010,-55
2026-04-09T23:38:56.690164,3936010,-55
2026-04-09T23:38:56.690247,3936010,-55
2026-04-09T23:38:56.690343,3936010,-55
2026-04-09T23:38:56.690409,3936010,-55
2026-04-09T23:38:56.690473,3936010,-55
2026-04-09T23:38:56.690550,3936010,-55
2026-04-09T23:38:56.690630,3936010,-55
2026-04-09T23:38:56.690707,3936010,-55
2026-04-09T23:38:56.690780,3936010,-55
2026-04-09T23:38:56.690872,3936010,-55
2026-04-09T23:38:56.690927,3936010,-55
2026-04-09T23:38:56.691037,3936010,-55
2026-04-09T23:38:56.691115,3936010,-55
2026-04-09T23:38:56.691251,3936010,-55
2026-04-09T23:38:56.691346,3936010,-55
2026-04-09T23:38:56.691439,3936010,-55
2026-04-09T23:38:56.691533,3936010,-55
2026-04-09T23:38:56.691618,3936010,-55
2026-04-09T23:38:56.691704,3936010,-55
2026-04-09T23:38:56.691790,3936010,-55
2026-04-09T23:38:56.691887,3936010,-55
2026-04-09T23:38:56.691993,3936010,-55
2026-04-09T23:38:56.692078,3936010,-55
2026-04-09T23:38:56.692224,3936010,-55
2026-04-09T23:38:56.692326,3936010,-55
2026-04-09T23:38:56.692438,3936010,-55
2026-04-09T23:38:56.692521,3936010,-55
2026-04-09T23:38:56.692608,3936010,-55
2026-04-09T23:38:56.692672,3936010,-55
2026-04-09T23:38:56.692767,3936010,-55
2026-04-09T23:38:56.692831,3936010,-55
2026-04-09T23:38:56.692895,3936010,-55
2026-04-09T23:38:56.692982,3936010,-55
2026-04-09T23:38:56.693052,3936010,-55
2026-04-09T23:38:56.693146,3936010,-55
2026-04-09T23:38:56.693257,3936010,-55
2026-04-09T23:38:56.693319,3936010,-55
2026-04-09T23:38:56.693407,3936010,-55
2026-04-09T23:38:56.693511,3936010,-55
2026-04-09T23:38:56.693613,3936010,-55
2026-04-09T23:38:56.693700,3936010,-55
2026-04-09T23:38:56.693819,3936010,-55
2026-04-09T23:38:56.693889,3936010,-55
2026-04-09T23:38:56.694004,3936010,-55
2026-04-09T23:38:56.694063,3936010,-55
2026-04-09T23:38:56.694120,3936010,-55
2026-04-09T23:38:56.694234,3936010,-55
2026-04-09T23:38:56.694304,3936010,-55
2026-04-09T23:38:56.694384,3936010,-55
2026-04-09T23:38:56.694510,3936010,-55
2026-04-09T23:38:56.694612,3936010,-55
2026-04-09T23:38:56.694697,3936010,-55
2026-04-09T23:38:56.694772,3936010,-55
2026-04-09T23:38:56.694877,3936010,-55
2026-04-09T23:38:56.694973,3936010,-55
2026-04-09T23:38:56.695043,3936010,-55
2026-04-09T23:38:56.695139,3936010,-55
2026-04-09T23:38:56.695193,3936010,-55
2026-04-09T23:38:56.695260,3936010,-55
2026-04-09T23:38:56.695384,3936010,-55
2026-04-09T23:38:56.695477,3936010,-55
2026-04-09T23:38:56.695568,3936010,-55
2026-04-09T23:38:56.695635,3936010,-55
2026-04-09T23:38:56.695716,3936010,-55
2026-04-09T23:38:56.695809,3936010,-55
2026-04-09T23:38:56.695873,3936010,-55
2026-04-09T23:38:56.695941,3936010,-55
2026-04-09T23:38:56.696031,3936010,-55
2026-04-09T23:38:56.696121,3936010,-55
2026-04-09T23:38:56.696187,3936010,-55
2026-04-09T23:38:56.696283,3936010,-55
2026-04-09T23:38:56.696348,3936010,-55
2026-04-09T23:38:56.696412,3936010,-55
2026-04-09T23:38:56.696481,3936010,-55
2026-04-09T23:38:56.696547,3936010,-55
2026-04-09T23:38:56.696627,3936010,-55
2026-04-09T23:38:56.696720,3936010,-55
2026-04-09T23:38:56.696774,3936010,-55
2026-04-09T23:38:56.696872,3936010,-55
2026-04-09T23:38:56.696963,3936010,-55
2026-04-09T23:38:56.697039,3936010,-55
2026-04-09T23:38:56.697119,3936010,-55
2026-04-09T23:38:56.697194,3936010,-55
2026-04-09T23:38:56.697279,3936010,-55
2026-04-09T23:38:56.697348,3936010,-55
2026-04-09T23:38:56.697432,3936010,-55
2026-04-09T23:38:56.697506,3936010,-55
2026-04-09T23:38:56.697596,3936010,-55
2026-04-09T23:38:56.697658,3936010,-55
2026-04-09T23:38:56.697758,3936010,-55
2026-04-09T23:38:56.697830,3936010,-55
2026-04-09T23:38:56.697891,3936010,-55
2026-04-09T23:38:56.697969,3936010,-55
2026-04-09T23:38:56.698038,3936010,-55
2026-04-09T23:38:56.698096,3936010,-55
2026-04-09T23:38:56.698190,3936010,-55
2026-04-09T23:38:56.698265,3936010,-55
2026-04-09T23:38:56.698386,3936010,-55
2026-04-09T23:38:56.698463,3936010,-55
2026-04-09T23:38:56.698551,3936010,-55
2026-04-09T23:38:56.698646,3936010,-55
2026-04-09T23:38:56.698741,3936010,-55
2026-04-09T23:38:56.698818,3936010,-55
2026-04-09T23:38:56.698935,3936010,-55
2026-04-09T23:38:56.699034,3936010,-55
2026-04-09T23:38:56.699188,3936010,-55
2026-04-09T23:38:56.699460,3936010,-55
2026-04-09T23:38:56.699556,3936010,-55
2026-04-09T23:38:56.699710,3936010,-55
2026-04-09T23:38:56.699801,3936010,-55
2026-04-09T23:38:56.699894,3936010,-55
2026-04-09T23:38:56.699969,3936010,-55
2026-04-09T23:38:56.700210,3936010,-55
2026-04-09T23:38:56.700360,3936010,-55
2026-04-09T23:38:56.700545,3936010,-55
2026-04-09T23:38:56.700655,3936010,-55
2026-04-09T23:38:56.700753,3936010,-55
2026-04-09T23:38:56.700866,3936010,-55
2026-04-09T23:38:56.700927,3936010,-55
2026-04-09T23:38:56.701052,3936010,-55
2026-04-09T23:38:56.701149,3936010,-55
2026-04-09T23:38:56.701223,3936010,-55
2026-04-09T23:38:56.701293,3936010,-55
2026-04-09T23:38:56.701389,3936010,-55
2026-04-09T23:38:56.701459,3936010,-55
2026-04-09T23:38:56.701591,3936010,-55
2026-04-09T23:38:56.701658,3936010,-55
2026-04-09T23:38:56.701746,3936010,-55
2026-04-09T23:38:56.701853,3936010,-55
2026-04-09T23:38:56.701910,3936010,-55
2026-04-09T23:38:56.702002,3936010,-55
2026-04-09T23:38:56.702096,3936010,-55
2026-04-09T23:38:56.702181,3936010,-55
2026-04-09T23:38:56.702258,3936010,-55
2026-04-09T23:38:56.702331,3936010,-55
2026-04-09T23:38:56.702400,3936010,-55
2026-04-09T23:38:56.702486,3936010,-55
2026-04-09T23:38:56.702581,3936010,-55
2026-04-09T23:38:56.702657,3936010,-55
2026-04-09T23:38:56.702743,3936010,-55
2026-04-09T23:38:56.702827,3936010,-55
2026-04-09T23:38:56.702895,3936010,-55
2026-04-09T23:38:56.702982,3936010,-55
2026-04-09T23:38:56.703094,3936010,-55
2026-04-09T23:38:56.703185,3936010,-55
2026-04-09T23:38:56.703262,3936010,-55
2026-04-09T23:38:56.703325,3936010,-55
2026-04-09T23:38:56.703402,3936010,-55
2026-04-09T23:38:56.703471,3936010,-55
2026-04-09T23:38:56.703595,3936010,-55
2026-04-09T23:38:56.703665,3936010,-55
2026-04-09T23:38:56.703737,3936010,-55
2026-04-09T23:38:56.703802,3936010,-55
2026-04-09T23:38:56.703861,3936010,-55
2026-04-09T23:38:56.703917,3936010,-55
2026-04-09T23:38:56.703979,3936010,-55
2026-04-09T23:38:56.704085,3936010,-55
2026-04-09T23:38:56.704175,3936010,-55
2026-04-09T23:38:56.704251,3936010,-55
2026-04-09T23:38:56.704335,3936010,-55
2026-04-09T23:38:56.704418,3936010,-55
2026-04-09T23:38:56.704489,3936010,-55
2026-04-09T23:38:56.704590,3936010,-55
2026-04-09T23:38:56.704696,3936010,-55
2026-04-09T23:38:56.704768,3936010,-55
2026-04-09T23:38:56.704850,3936010,-55
2026-04-09T23:38:56.704908,3936010,-55
2026-04-09T23:38:56.705164,3936010,-55
2026-04-09T23:38:56.705307,3936010,-55
2026-04-09T23:38:56.705395,3936010,-55
2026-04-09T23:38:56.705500,3936010,-55
2026-04-09T23:38:56.705579,3936010,-55
2026-04-09T23:38:56.705666,3936010,-55
2026-04-09T23:38:56.705763,3936010,-55
2026-04-09T23:38:56.705858,3936010,-55
2026-04-09T23:38:56.705958,3936010,-55
2026-04-09T23:38:56.706085,3936010,-55
2026-04-09T23:38:56.706178,3936010,-55
2026-04-09T23:38:56.706274,3936010,-55
2026-04-09T23:38:56.706364,3936010,-55
2026-04-09T23:38:56.706438,3936010,-55
2026-04-09T23:38:56.706516,3936010,-55
2026-04-09T23:38:56.706616,3936010,-55
2026-04-09T23:38:56.706692,3936010,-55
2026-04-09T23:38:56.706819,3936010,-55
2026-04-09T23:38:56.706948,3936010,-55
2026-04-09T23:38:56.707014,3936010,-55
2026-04-09T23:38:56.707100,3936010,-55
2026-04-09T23:38:56.707174,3936010,-55
2026-04-09T23:38:56.707252,3936010,-55
2026-04-09T23:38:56.707334,3936010,-55
2026-04-09T23:38:56.707418,3936010,-55
2026-04-09T23:38:56.707477,3936010,-55
2026-04-09T23:38:56.707552,3936010,-55
2026-04-09T23:38:56.707627,3936010,-55
2026-04-09T23:38:56.707702,3936010,-55
2026-04-09T23:38:56.707793,3936010,-55
2026-04-09T23:38:56.707885,3936010,-55
2026-04-09T23:38:56.707990,3936010,-55
2026-04-09T23:38:56.708139,3936010,-55
2026-04-09T23:38:56.708290,3936010,-55
2026-04-09T23:38:56.708386,3936010,-55
2026-04-09T23:38:56.708470,3936010,-55
2026-04-09T23:38:56.708550,3936010,-55
2026-04-09T23:38:56.708607,3936010,-55
2026-04-09T23:38:56.708687,3936010,-55
2026-04-09T23:38:56.708763,3936010,-55
2026-04-09T23:38:56.708841,3936010,-55
2026-04-09T23:38:56.708896,3936010,-55
2026-04-09T23:38:56.708975,3936010,-55
2026-04-09T23:38:56.709051,3936010,-55
2026-04-09T23:38:56.709213,3936010,-55
2026-04-09T23:38:56.709270,3936010,-55
2026-04-09T23:38:56.709363,3936010,-55
2026-04-09T23:38:56.709435,3936010,-55
2026-04-09T23:38:56.709515,3936010,-55
2026-04-09T23:38:56.709594,3936010,-55
2026-04-09T23:38:56.709710,3936010,-55
2026-04-09T23:38:56.709804,3936010,-55
2026-04-09T23:38:56.709878,3936010,-55
2026-04-09T23:38:56.709974,3936010,-55
2026-04-09T23:38:56.710064,3936010,-55
2026-04-09T23:38:56.710119,3936010,-55
2026-04-09T23:38:56.710201,3936010,-55
2026-04-09T23:38:56.710294,3936010,-55
2026-04-09T23:38:56.710383,3936010,-55
2026-04-09T23:38:56.710456,3936010,-55
2026-04-09T23:38:56.710518,3936010,-55
2026-04-09T23:38:56.710573,3936010,-55
2026-04-09T23:38:56.710674,3936010,-55
2026-04-09T23:38:56.710755,3936010,-55
2026-04-09T23:38:56.710856,3936010,-55
2026-04-09T23:38:56.710928,3936010,-55
2026-04-09T23:38:56.711005,3936010,-55
2026-04-09T23:38:56.711074,3936010,-55
2026-04-09T23:38:56.711159,3936010,-55
2026-04-09T23:38:56.711258,3936010,-55
2026-04-09T23:38:56.711348,3936010,-55
2026-04-09T23:38:56.711408,3936010,-55
2026-04-09T23:38:56.711502,3936010,-55
2026-04-09T23:38:56.711586,3936010,-55
2026-04-09T23:38:56.711675,3936010,-55
2026-04-09T23:38:56.711779,3936010,-55
2026-04-09T23:38:56.711858,3936010,-55
2026-04-09T23:38:56.711917,3936010,-55
2026-04-09T23:38:56.711975,3936010,-55
2026-04-09T23:38:56.712055,3936010,-55
2026-04-09T23:38:56.712117,3936010,-55
2026-04-09T23:38:56.712173,3936010,-55
2026-04-09T23:38:56.712288,3936010,-55
2026-04-09T23:38:56.712379,3936010,-55
2026-04-09T23:38:56.712472,3936010,-55
2026-04-09T23:38:56.712552,3936010,-55
2026-04-09T23:38:56.712639,3936010,-55
2026-04-09T23:38:56.712764,3936010,-55
2026-04-09T23:38:56.712830,3936010,-55
2026-04-09T23:38:56.712901,3936010,-55
2026-04-09T23:38:56.712997,3936010,-55
2026-04-09T23:38:56.713070,3936010,-55
2026-04-09T23:38:56.713149,3936010,-55
2026-04-09T23:38:56.713248,3936010,-55
2026-04-09T23:38:56.713348,3936010,-55
2026-04-09T23:38:56.713452,3936010,-55
2026-04-09T23:38:56.713534,3936010,-55
2026-04-09T23:38:56.713603,3936010,-55
2026-04-09T23:38:56.713679,3936010,-55
2026-04-09T23:38:56.713745,3936010,-55
2026-04-09T23:38:56.713805,3936010,-55
2026-04-09T23:38:56.713860,3936010,-55
2026-04-09T23:38:56.713930,3936010,-55
2026-04-09T23:38:56.714021,3936010,-55
2026-04-09T23:38:56.714111,3936010,-55
2026-04-09T23:38:56.714171,3936010,-55
2026-04-09T23:38:56.714230,3936010,-55
2026-04-09T23:38:56.714303,3936010,-55
2026-04-09T23:38:56.714372,3936010,-55
2026-04-09T23:38:56.714444,3936010,-55
2026-04-09T23:38:56.714503,3936010,-55
2026-04-09T23:38:56.714597,3936010,-55
2026-04-09T23:38:56.714678,3936010,-55
2026-04-09T23:38:56.714762,3936010,-55
2026-04-09T23:38:56.714829,3936010,-55
2026-04-09T23:38:56.714906,3936010,-55
2026-04-09T23:38:56.714997,3936010,-55
2026-04-09T23:38:56.715075,3936010,-55
2026-04-09T23:38:56.715154,3936010,-55
2026-04-09T23:38:56.715220,3936010,-55
2026-04-09T23:38:56.715316,3936010,-55
2026-04-09T23:38:56.715402,3936010,-55
2026-04-09T23:38:56.715461,3936010,-55
2026-04-09T23:38:56.715549,3936010,-55
2026-04-09T23:38:56.715626,3936010,-55
2026-04-09T23:38:56.715712,3936010,-55
2026-04-09T23:38:56.715769,3936010,-55
2026-04-09T23:38:56.715835,3936010,-55
2026-04-09T23:38:56.715918,3936010,-55
2026-04-09T23:38:56.715998,3936010,-55
2026-04-09T23:38:56.716062,3936010,-55
2026-04-09T23:38:56.716157,3936010,-55
2026-04-09T23:38:56.716216,3936010,-55
2026-04-09T23:38:56.716304,3936010,-55
2026-04-09T23:38:56.716381,3936010,-55
2026-04-09T23:38:56.716473,3936010,-55
2026-04-09T23:38:56.716544,3936010,-55
2026-04-09T23:38:56.716617,3936010,-55
2026-04-09T23:38:56.716678,3936010,-55
2026-04-09T23:38:56.716757,3936010,-55
2026-04-09T23:38:56.716826,3936010,-55
2026-04-09T23:38:56.716882,3936010,-55
2026-04-09T23:38:56.716969,3936010,-55
2026-04-09T23:38:56.717059,3936010,-55
2026-04-09T23:38:56.717135,3936010,-55
2026-04-09T23:38:56.717221,3936010,-55
2026-04-09T23:38:56.717311,3936010,-55
2026-04-09T23:38:56.717393,3936010,-55
2026-04-09T23:38:56.717473,3936010,-55
2026-04-09T23:38:56.717543,3936010,-55
2026-04-09T23:38:56.717601,3936010,-55
2026-04-09T23:38:56.717674,3936010,-55
2026-04-09T23:38:56.717746,3936010,-55
2026-04-09T23:38:56.717823,3936010,-55
2026-04-09T23:38:56.717877,3936010,-55
2026-04-09T23:38:56.717958,3936010,-55
2026-04-09T23:38:56.718036,3936010,-55
2026-04-09T23:38:56.718125,3936010,-55
2026-04-09T23:38:56.718195,3936010,-55
2026-04-09T23:38:56.718251,3936010,-55
2026-04-09T23:38:56.718358,3936010,-55
2026-04-09T23:38:56.718472,3936010,-55
2026-04-09T23:38:56.718561,3936010,-55
2026-04-09T23:38:56.718655,3936010,-55
2026-04-09T23:38:56.718771,3936010,-55
2026-04-09T23:38:56.718895,3936010,-55
2026-04-09T23:38:56.718982,3936010,-55
2026-04-09T23:38:56.719060,3936010,-55
2026-04-09T23:38:56.719137,3936010,-55
2026-04-09T23:38:56.719213,3936010,-55
2026-04-09T23:38:56.719299,3936010,-55
2026-04-09T23:38:56.719353,3936010,-55
2026-04-09T23:38:56.719468,3936010,-55
2026-04-09T23:38:56.719563,3936010,-55
